Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Siemens","https://scanx.trade/company/siemens-ltd","3,021.20","-1.10%","3,050.50","18,727","1,07,591.13","51.66","3.54","3,411.50","2,271.44","-8.44%","-2.72%","-5.78%","115.00%","286.04%","8.22","0.39%","14.98%","22.43%","68.99","3,160.55","3,082.14","35.24","74.98%","-"
"Lodha Developers","https://scanx.trade/company/macrotech-developers-ltd","1,062.75","-0.16%","1,062.00","9,879","1,06,110.64","31.90","-2.81","1,534.25","1,036.00","-7.43%","-7.91%","-25.61%","93.88%","358.91%","5.10","0.40%","8.86%","18.64%","19.37","1,147.72","1,249.08","33.23","72.22%","-"
"Dr Reddys Laboratories","https://scanx.trade/company/dr-reddys-laboratories-ltd","1,265.95","-0.21%","1,264.05","23,752","1,05,657.93","18.46","17.47","1,404.60","1,025.90","0.62%","2.49%","-8.10%","48.62%","22.58%","2.94","0.63%","19.74%","21.88%","333.59","1,254.13","1,242.75","49.98","78.00%","91.00%"
"Ashok Leyland","https://scanx.trade/company/ashok-leyland-ltd","178.70","2.17%","175.70","6,30,218","1,04,958.63","29.00","766.77","178.25","95.20","12.99%","25.40%","59.77%","147.68%","276.21%","8.16","1.79%","22.82%","15.46%","8.52","153.47","129.32","75.12","76.00%","-"
"Bosch","https://scanx.trade/company/bosch-ltd","35,575.00","-0.19%","35,500.05","615","1,04,923.62","39.19","174.46","41,894.30","25,938.20","-1.42%","-7.20%","5.05%","108.12%","177.35%","7.50","1.44%","20.65%","18.89%","646.75","36,938.43","34,871.68","37.63","78.00%","-"
"Jindal Steel","https://scanx.trade/company/jindal-steel-ltd","1,021.15","3.13%","991.40","59,886","1,04,166.30","36.35","23.17","1,098.30","723.95","-2.24%","-2.09%","11.04%","73.19%","293.73%","2.04","0.20%","13.28%","8.16%","54.82","1,034.15","975.44","51.93","76.00%","-"
"United Spirits","https://scanx.trade/company/united-spirits-ltd","1,430.55","0.09%","1,438.90","4,451","1,04,051.18","63.49","42.44","1,700.00","1,270.50","-1.47%","9.28%","-12.04%","62.87%","150.75%","12.36","0.84%","19.77%","26.08%","19.42","1,419.61","1,412.65","51.28","76.00%","-"
"Indian Hotels Company","https://scanx.trade/company/indian-hotels-company-ltd","730.20","-1.67%","744.75","71,760","1,03,939.02","57.34","282.29","894.15","672.55","-1.85%","0.81%","-17.84%","132.77%","514.85%","9.14","0.30%","11.86%","17.74%","9.03","729.87","757.91","49.20","76.00%","-"
"Max Healthcare Institute","https://scanx.trade/company/max-healthcare-institute-ltd","1,041.80","-2.03%","1,065.50","82,230","1,01,287.59","76.23","-80.64","1,314.30","940.35","-10.43%","-6.30%","-10.74%","129.52%","638.34%","10.29","0.14%","14.89%","11.73%","10.84","1,122.51","1,159.05","35.76","70.00%","-"
"CG Power & Industrial Solutions","https://scanx.trade/company/cg-power-and-industrial-solutions-ltd","640.90","-1.06%","645.50","1,84,116","1,00,921.31","95.96","3.54","797.75","518.35","-4.95%","-14.17%","-12.86%","140.35%","1,321.06%","13.67","0.19%","28.86%","31.58%","5.88","699.65","684.36","29.99","74.12%","-"
"Apollo Hospitals","https://scanx.trade/company/apollo-hospitals-ltd","6,998.35","-1.15%","7,090.80","5,991","1,00,625.54","58.88","-80.64","8,099.00","6,002.15","-4.56%","-5.94%","-4.47%","55.09%","194.61%","11.20","0.18%","12.53%","15.53%","72.05","7,401.22","7,257.30","37.76","75.00%","-"
"Hindustan Petroleum","https://scanx.trade/company/hindustan-petroleum-ltd","468.35","-1.26%","475.70","1,88,070","99,656.57","7.25","12.52","494.55","287.55","2.36%","6.00%","15.23%","201.25%","226.08%","1.77","2.21%","34.13%","12.56%","46.45","465.34","417.39","53.51","74.69%","-"
"Mazagon Dock Shipbuilders","https://scanx.trade/company/mazagon-dock-shipbuilders-ltd","2,463.15","-2.95%","2,548.75","1,88,073","99,358.54","43.86","40.63","3,778.00","1,917.95","-8.07%","-10.41%","8.69%","524.80%","2,218.26%","11.49","0.68%","21.98%","34.51%","96.04","2,647.76","2,857.32","41.33","66.44%","-"
"Bharat Heavy Electricals","https://scanx.trade/company/bhel-bharat-heavy-electricals-ltd","282.70","1.16%","279.50","3,91,802","98,437.93","174.66","3.54","295.20","176.00","-2.74%","20.89%","25.17%","258.76%","699.72%","3.99","0.18%","1.15%","3.75%","0.29","272.18","243.91","55.25","72.83%","-"
"Swiggy","https://scanx.trade/company/swiggy-ltd","394.50","-0.08%","394.50","4,17,746","98,374.37","-26.15","40.63","567.80","297.00","4.28%","-5.23%","-28.29%","-13.48%","-13.48%","5.50","-","-","-25.96%","-","402.64","384.79","46.10","65.00%","-"
"ICICI Lombard General Insurance","https://scanx.trade/company/icici-lombard-general-insurance-ltd","1,965.10","1.09%","1,936.00","7,145","97,752.04","34.57","-4.58","2,074.85","1,612.65","-0.30%","3.16%","8.67%","58.92%","30.09%","6.05","0.64%","15.72%","-8.50%","42.73","1,988.16","1,910.15","50.59","78.00%","-"
"Persistent Systems","https://scanx.trade/company/persistent-systems-ltd","6,140.00","-1.37%","6,209.55","9,312","96,029.60","58.97","32.91","6,764.00","4,163.80","-3.35%","26.07%","-7.48%","220.32%","724.49%","13.74","0.56%","22.06%","28.61%","76.02","6,163.71","5,604.68","44.13","75.19%","-"
"Marico","https://scanx.trade/company/marico-ltd","739.25","-1.85%","753.00","56,711","95,949.76","57.63","8.99","765.50","577.90","3.06%","5.73%","15.04%","43.36%","81.48%","24.13","1.39%","36.03%","36.91%","11.73","729.70","710.04","53.27","78.00%","-"
"Lupin","https://scanx.trade/company/lupin-ltd","2,081.00","0.07%","2,098.95","31,885","95,050.61","21.85","17.47","2,403.45","1,774.00","-","7.76%","-9.90%","183.11%","112.98%","4.84","0.58%","13.47%","21.29%","49.64","2,036.99","1,992.64","50.31","76.00%","-"
"Shree Cement","https://scanx.trade/company/shree-cement-ltd","26,280.00","0.07%","26,205.00","420","94,820.21","55.02","30.76","32,508.20","24,811.15","-0.46%","-11.32%","1.52%","13.02%","10.25%","4.22","0.42%","11.55%","6.67%","582.58","26,969.79","29,311.05","48.04","78.00%","-"
"ICICI Prudential Life Insurance","https://scanx.trade/company/icici-prudential-life-insurance-ltd","654.80","0.59%","659.85","25,687","94,732.06","72.09","-4.58","693.00","517.00","5.77%","11.13%","1.08%","46.06%","31.03%","7.43","0.13%","7.73%","0.44%","6.03","622.22","614.35","63.11","76.00%","-"
"REC","https://scanx.trade/company/rural-electrification-corporation-ltd","351.40","-1.19%","356.50","1,39,907","92,531.49","5.42","-183.67","544.45","331.10","-2.61%","-5.52%","-29.37%","208.79%","246.69%","1.12","5.06%","20.40%","9.48%","55.59","358.37","387.37","50.37","72.32%","-"
"Siemens Energy","https://scanx.trade/company/siemens-energy-ltd","2,580.00","0.09%","2,577.75","10,872","91,879.09","83.45","10.15","3,624.00","2,529.00","-18.34%","-26.67%","-5.78%","-5.78%","-5.78%","20.95","0.16%","-","12.93%","-","3,069.45","-","24.77","-","-"
"Aditya Birla Capital","https://scanx.trade/company/aditya-birla-capital-ltd","349.05","0.65%","340.35","1,36,039","91,187.09","27.14","-4.58","368.90","148.75","-2.49%","20.49%","93.76%","132.39%","314.55%","2.82","-","12.01%","9.58%","13.24","337.46","268.50","53.43","76.00%","-"
"SRF","https://scanx.trade/company/srf-ltd","3,075.00","0.14%","3,050.05","10,394","91,150.63","56.27","200.61","3,319.00","2,197.20","5.00%","9.95%","36.79%","35.02%","180.04%","6.86","0.24%","11.64%","12.90%","41.45","2,957.17","2,983.28","61.79","76.00%","-"
"Zydus Life Science","https://scanx.trade/company/cadila-healthcare-ltd","902.30","-0.19%","904.30","13,691","90,792.49","18.09","17.47","1,059.00","797.05","-4.24%","-9.07%","-5.79%","116.20%","88.37%","3.60","1.22%","17.34%","21.99%","41.43","944.55","948.65","34.57","76.00%","-"
"Bharti Hexacom","https://scanx.trade/company/bharti-hexacom-ltd","1,804.70","-2.01%","1,820.65","7,048","90,235.00","59.72","51.60","2,051.00","1,225.00","2.17%","10.46%","18.54%","121.78%","121.78%","14.75","0.54%","10.87%","20.12%","8.38","1,787.67","1,725.75","55.44","60.00%","-"
"Mankind Pharma","https://scanx.trade/company/mankind-pharma-ltd","2,172.50","-0.43%","2,176.45","3,174","89,671.78","50.78","17.47","2,998.45","2,090.10","-3.52%","-11.72%","-23.91%","52.56%","52.56%","5.89","-","20.28%","13.33%","48.99","2,262.04","2,416.24","43.84","75.00%","-"
"Havells","https://scanx.trade/company/havells-india-ltd","1,420.00","0.33%","1,419.05","21,802","89,063.31","60.77","3.54","1,727.10","1,360.05","-1.49%","-5.66%","-14.01%","28.69%","56.30%","10.24","0.71%","17.06%","22.51%","22.20","1,445.82","1,515.72","47.47","78.00%","-"
"Dabur India","https://scanx.trade/company/dabur-india-ltd","495.65","1.37%","489.00","44,606","87,912.95","48.70","85.80","576.80","420.05","-4.19%","0.33%","-2.05%","-11.66%","-6.27%","7.91","1.63%","17.58%","20.32%","10.60","507.48","501.36","43.88","78.00%","-"
"Info Edge","https://scanx.trade/company/naukri-info-edge-ltd","1,342.00","-1.22%","1,350.00","5,021","87,018.04","53.17","40.63","1,838.99","1,151.45","0.93%","2.02%","-23.10%","71.18%","42.71%","1.81","0.44%","1.88%","4.80%","53.82","1,354.35","1,387.98","45.83","75.95%","-"
"PB FinTech","https://scanx.trade/company/policy-bazaar-ltd","1,867.00","-1.84%","1,899.55","20,566","85,743.33","190.59","39.80","2,254.95","1,312.10","2.66%","10.64%","-11.31%","311.91%","55.21%","13.00","-","-8.90%","6.22%","2.28","1,817.71","1,761.19","50.27","70.00%","-"
"Waaree Energies","https://scanx.trade/company/waaree-energies-ltd","2,980.00","-0.12%","2,963.85","58,061","85,610.39","30.62","3.54","3,864.40","1,808.65","-6.10%","-9.09%","7.33%","27.52%","27.52%","7.47","-","-","24.78%","-","3,206.77","3,003.80","42.76","50.00%","-"
"One 97 Communications","https://scanx.trade/company/paytm-ltd","1,294.70","-1.22%","1,309.00","60,612","82,687.76","-137.68","40.63","1,381.75","652.30","-2.01%","15.75%","26.79%","145.58%","-17.23%","5.46","-","-13.67%","-4.12%","-","1,305.78","1,069.91","47.38","68.53%","-"
"JSW Energy","https://scanx.trade/company/jsw-energy-ltd","469.85","-0.28%","470.45","59,786","82,118.90","36.90","10.15","673.05","419.10","-3.82%","-11.11%","-27.08%","63.91%","586.92%","2.83","0.42%","8.21%","5.73%","11.18","499.16","512.71","41.36","72.61%","-"
"Hitachi Energy","https://scanx.trade/company/abb-power-products-systems-ltd","18,275.00","-0.49%","18,489.10","3,609","81,455.99","114.13","3.54","22,837.45","8,738.05","-17.19%","-5.00%","27.30%","452.27%","1,304.69%","17.86","0.03%","12.04%","13.08%","40.53","19,723.45","17,946.60","37.00","50.00%","-"
"SBI Cards","https://scanx.trade/company/sbi-cards-ltd","849.15","-0.06%","846.00","51,294","80,800.39","42.15","-4.58","1,023.05","663.20","-3.51%","-1.70%","26.76%","8.14%","1.01%","5.47","0.29%","19.93%","20.03%","25.33","878.46","881.98","42.06","76.00%","-"
"GE Vernova T&D","https://scanx.trade/company/ge-td-india-ltd","3,145.80","2.31%","3,060.10","34,600","80,547.12","85.60","3.54","3,323.70","1,252.85","9.21%","5.26%","50.04%","74.45%","74.45%","37.74","0.16%","-0.14%","44.57%","11.22","2,984.87","2,452.04","59.22","60.00%","-"
"NTPC Green Energy","https://scanx.trade/company/ntpc-green-energyltd","93.73","-1.39%","95.85","3,73,148","78,979.99","132.01","10.15","134.00","84.60","-1.28%","-3.62%","-27.06%","-23.24%","-23.24%","4.27","-","-","3.47%","-","96.01","101.95","53.00","70.00%","-"
"NHPC","https://scanx.trade/company/nhpc-ltd","78.60","2.42%","76.80","4,49,790","78,953.97","21.44","10.15","92.30","71.01","2.44%","-8.50%","-1.32%","99.75%","241.74%","1.87","2.49%","8.28%","6.14%","3.60","80.04","83.41","53.32","75.25%","-"
"Bajaj Housing Finance","https://scanx.trade/company/bajaj-housing-finance-ltd","94.20","-","94.05","6,01,803","78,490.59","33.29","16.44","137.00","92.15","-10.37%","-15.55%","-26.15%","-42.91%","-42.91%","3.71","-","-","8.84%","-","102.99","114.59","26.02","70.00%","-"
"L&T Finance","https://scanx.trade/company/lt-finance-holdings-ltd","302.85","0.98%","299.35","4,82,052","75,708.56","27.82","-4.58","315.25","129.15","-2.95%","23.69%","122.19%","84.89%","246.59%","2.85","0.91%","9.85%","10.60%","9.93","293.11","221.10","53.91","75.00%","-"
"Nykaa","https://scanx.trade/company/nykaa-ltd","263.60","1.84%","258.40","2,66,005","75,402.20","719.03","39.99","273.20","154.90","-1.38%","13.94%","62.87%","67.05%","-28.33%","53.38","-","1.78%","12.91%","0.14","257.22","220.98","61.25","75.00%","-"
"Rail Vikas Nigam","https://scanx.trade/company/rail-vikas-nigam-ltd","360.10","-2.04%","370.90","15,78,562","75,081.57","67.45","-2.81","501.55","295.25","11.14%","5.37%","-11.98%","425.31%","1,472.49%","8.02","0.47%","19.39%","14.76%","6.98","324.44","353.96","63.59","67.60%","-"
"AU Small Finance Bank","https://scanx.trade/company/au-small-finance-bank-ltd","992.50","0.63%","987.90","43,490","74,030.40","33.89","9.55","1,007.65","479.00","3.88%","34.44%","71.45%","49.32%","134.09%","4.06","0.10%","38.28%","16.45%","23.05","927.70","762.13","66.48","76.00%","-"
"UNO Minda","https://scanx.trade/company/minda-industries-ltd","1,281.00","0.90%","1,261.10","12,581","73,774.17","62.32","174.46","1,381.95","768.10","-1.85%","-0.34%","23.66%","145.31%","534.85%","11.76","0.18%","17.56%","19.22%","15.45","1,264.04","1,126.33","53.23","70.00%","-"
"NMDC","https://scanx.trade/company/nmdc-ltd","83.41","3.18%","80.84","30,50,996","73,332.55","10.12","-96.54","84.08","59.56","12.81%","11.17%","24.59%","109.15%","211.70%","2.19","4.08%","24.47%","29.74%","20.82","76.10","71.89","68.71","75.15%","-"
"Dixon Technologies","https://scanx.trade/company/dixon-technologies-ltd","11,792.75","-0.56%","11,859.15","70,897","71,362.25","42.16","10.23","18,698.00","11,825.00","-19.23%","-29.28%","-34.76%","200.82%","339.87%","17.71","0.07%","19.86%","41.33%","72.30","14,445.85","15,460.10","24.35","70.00%","-"
"Suzlon Energy","https://scanx.trade/company/suzlon-ltd","52.02","-1.40%","52.78","41,49,524","71,311.71","22.64","3.54","74.30","46.00","-3.65%","-5.91%","-15.41%","414.03%","852.75%","9.16","-","262.69%","24.15%","0.68","54.80","58.79","40.85","50.00%","-"
"Bharat Forge","https://scanx.trade/company/bharat-forge-ltd","1,457.00","0.83%","1,439.45","11,704","69,657.51","64.05","21.23","1,470.00","919.10","1.62%","19.75%","11.69%","65.95%","178.51%","7.38","0.59%","12.70%","16.45%","22.02","1,382.41","1,240.73","63.06","76.00%","-"
"IDFC First Bank","https://scanx.trade/company/idfc-first-bank-ltd","84.81","0.32%","84.32","13,87,445","69,136.74","50.62","9.55","85.94","52.50","5.84%","21.98%","32.91%","49.58%","131.09%","1.38","0.25%","9.12%","5.55%","3.82","80.82","71.44","61.81","76.00%","-"
"Aurobindo Pharma","https://scanx.trade/company/aurobindo-pharma-ltd","1,190.05","-0.75%","1,190.00","7,890","69,118.30","20.36","17.47","1,364.95","994.35","-2.77%","9.36%","-8.48%","172.45%","31.71%","1.99","-","10.62%","15.74%","61.22","1,179.18","1,141.55","47.62","76.00%","-"
"Indian Overseas Bank","https://scanx.trade/company/indian-overseas-bank-ltd","35.78","5.76%","34.08","10,35,541","68,900.08","14.77","9.71","54.45","33.01","-7.76%","-7.04%","-29.23%","13.95%","236.91%","2.11","-","9.67%","5.53%","1.49","38.11","38.60","45.94","64.04%","-"
"Jindal Stainless","https://scanx.trade/company/jsl-jindal-stainless-ltd","836.30","5.19%","791.00","1,02,436","68,891.85","23.69","23.17","825.25","497.00","8.51%","13.40%","21.84%","270.78%","944.72%","3.63","0.38%","17.41%","17.24%","30.84","771.89","703.98","70.25","70.00%","-"
"Lloyds Metals & Energy","https://scanx.trade/company/lloyds-metals-energy-ltd","1,292.00","-6.92%","1,387.95","84,043","68,017.11","40.75","-96.54","1,613.40","943.25","5.83%","2.84%","6.33%","452.96%","12,692.08%","9.18","0.07%","44.22%","26.34%","26.73","1,287.88","1,341.45","48.26","50.00%","-"
"Prestige Estates Projects","https://scanx.trade/company/prestige-estate-ltd","1,575.70","-0.76%","1,598.35","9,180","67,870.16","81.01","-2.81","1,812.40","1,048.30","-6.01%","3.66%","-6.06%","248.57%","487.40%","4.32","0.11%","10.40%","8.96%","33.42","1,684.06","1,548.44","37.42","72.15%","-"
"GIC of India","https://scanx.trade/company/general-insurance-corporation-of-india-ltd","384.60","4.00%","370.75","72,195","67,474.22","6.77","-4.58","476.00","345.05","-0.70%","5.75%","-13.52%","129.34%","174.13%","0.96","2.70%","14.56%","-53.04%","40.52","381.39","389.77","56.42","64.68%","-"
"Yes Bank","https://scanx.trade/company/yes-bank-ltd","21.37","0.05%","21.37","82,16,368","67,039.53","23.73","9.55","24.30","16.02","-6.80%","1.57%","9.42%","6.05%","20.53%","1.36","-","3.05%","5.95%","0.46","22.37","20.36","37.78","70.00%","-"
"Oil India","https://scanx.trade/company/oil-india-ltd","411.80","1.35%","406.20","65,895","66,983.71","9.95","-126.44","494.45","322.15","-0.22%","-1.28%","-2.09%","197.26%","460.50%","1.17","2.83%","23.55%","11.77%","51.54","417.83","416.17","51.99","72.79%","-"
"Coromandel International","https://scanx.trade/company/coromandel-international-ltd","2,265.50","-4.25%","2,385.00","43,643","66,814.38","29.31","33.66","2,720.00","1,590.00","-4.89%","0.63%","21.12%","156.00%","166.04%","5.73","0.63%","17.37%","25.05%","49.55","2,264.35","2,266.53","44.74","69.49%","-"
"Fortis Healthcare","https://scanx.trade/company/fortis-healthcare-ltd","880.00","-0.51%","895.50","48,507","66,436.32","64.33","-80.64","1,105.00","521.05","-4.27%","-9.29%","20.41%","214.40%","462.30%","7.08","0.11%","7.54%","9.86%","8.50","946.82","839.45","41.52","75.00%","-"
"UPL","https://scanx.trade/company/upl-united-phosphorus-ltd","786.35","2.12%","769.95","62,905","66,313.93","27.42","22.81","786.00","493.00","3.62%","20.21%","57.13%","13.70%","80.28%","2.04","0.73%","-5.74%","7.50%","-","741.83","686.80","64.70","76.00%","-"
"Oracle Financial Services Software","https://scanx.trade/company/oracle-financial-services-software-ltd","7,614.00","-0.99%","7,618.65","8,634","66,174.44","28.20","32.91","13,203.60","7,057.70","-6.10%","-9.93%","-41.39%","154.13%","136.94%","9.08","3.44%","28.24%","36.86%","269.28","8,174.64","8,471.19","33.31","75.09%","-"
"Phoenix Mills","https://scanx.trade/company/phoenix-mills-ltd","1,849.40","-0.09%","1,846.30","4,882","66,132.93","47.10","-2.81","1,870.80","1,403.00","6.49%","19.46%","10.29%","166.34%","387.93%","6.13","0.14%","13.29%","10.43%","61.08","1,744.55","1,609.79","71.19","73.22%","-"
"Federal Bank","https://scanx.trade/company/federal-bank-ltd","267.80","1.84%","263.25","5,38,919","65,885.75","16.00","9.55","271.00","172.95","3.82%","40.84%","33.73%","94.76%","297.03%","1.79","0.46%","12.70%","6.45%","16.45","248.56","211.73","66.75","76.00%","-"
"Indusind Bank","https://scanx.trade/company/indusind-bank-ltd","841.55","0.24%","839.40","65,443","65,563.14","-86.10","9.55","1,086.50","605.40","-1.95%","16.19%","-12.69%","-31.63%","-7.89%","1.01","-","14.20%","5.98%","115.87","827.24","793.27","50.56","70.00%","-"
"Alkem Laboratories","https://scanx.trade/company/alkem-laboratories-ltd","5,427.70","-1.31%","5,490.00","12,718","64,896.30","27.28","17.47","5,867.50","4,498.90","-4.52%","0.38%","-2.45%","80.60%","85.54%","4.93","0.82%","16.91%","19.29%","179.80","5,620.41","5,228.47","35.83","78.00%","-"
"Bank of India","https://scanx.trade/company/bank-of-india-ltd","141.95","1.61%","139.80","2,20,143","64,625.12","6.59","9.71","151.35","90.00","-3.47%","19.44%","40.68%","64.77%","187.35%","0.85","2.90%","9.28%","5.62%","15.14","141.89","121.80","51.31","70.00%","-"
"MRF","https://scanx.trade/company/mrf-ltd","1,52,000.00","2.17%","1,48,400.05","581","64,465.37","34.04","35.08","1,63,500.00","1,00,500.00","-0.27%","4.04%","15.95%","73.54%","100.97%","3.25","0.16%","12.46%","13.78%","4,866.72","1,55,193.77","1,42,751.10","47.41","73.50%","-"
"Torrent Power","https://scanx.trade/company/torrent-power-ltd","1,268.30","-1.11%","1,272.45","7,446","63,910.09","21.19","10.15","1,640.00","1,188.00","-3.50%","3.54%","-10.00%","155.55%","299.72%","3.44","1.48%","15.05%","14.83%","47.61","1,297.44","1,362.91","44.78","73.97%","-"
"Vishal Mega Mart","https://scanx.trade/company/vishal-mega-mart-ltd","134.55","-1.25%","135.95","23,29,599","62,849.22","86.23","39.99","157.75","96.05","-0.92%","-8.84%","28.53%","20.19%","20.19%","9.23","-","-","13.04%","-","138.05","132.46","46.77","65.00%","-"
"Adani Total Gas","https://scanx.trade/company/adani-gas-ltd","564.05","-0.19%","565.20","46,391","62,034.79","99.32","40.63","797.40","533.00","-6.97%","-10.42%","-25.33%","-85.20%","50.63%","13.79","0.04%","18.64%","15.92%","6.27","603.09","624.82","30.73","70.30%","-"
"Berger Paints","https://scanx.trade/company/berger-paints-ltd","526.50","-3.32%","537.90","86,393","61,384.36","58.75","42.75","604.60","437.80","-6.95%","1.87%","17.43%","8.11%","-14.96%","10.11","0.70%","21.71%","24.17%","10.01","552.17","547.68","36.86","72.37%","-"
"Abbott","https://scanx.trade/company/abbott-india-ltd","28,595.00","-1.10%","28,970.00","1,147","60,762.38","40.72","46.86","35,921.55","25,260.20","-4.90%","-3.54%","-4.02%","31.73%","81.80%","15.32","1.64%","32.48%","42.09%","583.05","29,136.10","30,897.00","48.53","73.15%","-"
"JSW Infrastructure","https://scanx.trade/company/jswinfra.ltd","286.20","0.97%","282.20","40,253","60,102.04","37.00","40.63","348.95","218.10","5.80%","-11.30%","-10.42%","81.95%","81.95%","5.83","0.28%","14.10%","13.30%","5.37","279.93","298.28","60.54","60.00%","-"
"Oberoi Realty","https://scanx.trade/company/oberoi-realty-ltd","1,642.00","-1.62%","1,668.85","38,692","59,703.49","27.18","-2.81","2,342.95","1,440.05","-0.26%","2.53%","-27.70%","93.29%","200.48%","3.63","0.48%","13.92%","16.69%","60.22","1,688.34","1,689.37","45.98","75.70%","-"
"Godrej Properties","https://scanx.trade/company/godrej-properties-ltd","1,981.90","-0.77%","1,997.10","5,132","59,696.09","39.11","-2.81","2,846.80","1,869.50","-6.23%","-0.80%","-29.82%","62.85%","41.10%","3.29","-","7.25%","8.74%","40.29","2,133.12","2,141.58","37.88","73.82%","-"
"Patanjali Foods","https://scanx.trade/company/ruchi-soya-industries-ltd","546.30","0.64%","542.00","1,23,500","59,428.06","41.40","8.99","670.66","500.00","-4.06%","-8.67%","-7.58%","40.16%","141.55%","4.88","0.61%","1.75%","15.86%","25.98","568.87","588.18","44.75","75.00%","-"
"Schaeffler India","https://scanx.trade/company/schaeffler-india-ltd","3,800.00","-0.35%","3,813.35","717","59,395.39","55.96","20.13","4,392.85","2,836.55","-2.55%","-8.51%","11.83%","38.33%","311.74%","10.97","0.73%","18.71%","23.77%","58.28","3,940.92","3,881.61","42.76","69.50%","-"
"Laurus Labs","https://scanx.trade/company/laurus-labs-ltd","1,090.80","0.81%","1,077.05","39,071","58,884.10","85.67","17.47","1,092.60","504.30","5.76%","29.69%","85.65%","192.52%","215.08%","12.16","0.11%","4.09%","12.08%","2.75","999.54","803.55","74.40","75.20%","-"
"Steel Authority of India","https://scanx.trade/company/steel-authority-of-india-ltd","141.00","5.11%","134.15","26,30,171","58,240.41","21.67","23.17","145.90","99.20","4.56%","7.06%","26.12%","74.18%","118.60%","0.95","1.19%","3.98%","6.70%","9.38","134.45","127.16","65.88","73.43%","-"
"NALCO","https://scanx.trade/company/national-aluminium-company-ltd","316.70","5.29%","298.00","8,52,976","58,166.13","9.04","86.61","312.90","140.00","21.81%","55.21%","51.24%","300.89%","653.15%","2.79","3.49%","10.93%","36.82%","10.50","260.46","205.88","79.38","71.97%","-"
"Max Financial Services","https://scanx.trade/company/max-financial-services-ltd","1,661.40","0.93%","1,646.05","59,631","57,337.37","283.32","40.63","1,764.65","972.55","-2.37%","6.46%","49.21%","144.86%","144.02%","10.71","-","8.99%","6.69%","11.00","1,647.79","1,500.77","46.51","75.00%","-"
"Glenmark Pharmaceuticals","https://scanx.trade/company/glenmark-pharmaceuticals-ltd","2,029.25","1.11%","2,009.00","4,265","57,265.60","56.09","17.47","2,286.15","1,274.70","4.21%","3.59%","27.64%","381.32%","308.75%","5.91","0.12%","3.84%","15.93%","-","1,909.90","1,787.31","62.27","75.73%","-"
"M&M Financial Services","https://scanx.trade/company/mahindra-mahindra-financial-services-ltd","404.35","4.66%","385.95","4,12,344","56,203.48","21.75","-4.58","412.30","235.46","8.77%","48.41%","57.09%","81.12%","137.95%","2.17","1.49%","9.73%","8.28%","16.77","340.02","284.58","68.35","76.00%","-"
"Colgate Palmolive","https://scanx.trade/company/colgate-palmolive-ltd","2,053.25","-0.82%","2,070.15","20,866","55,845.45","42.46","47.59","2,974.80","2,062.95","-5.45%","-7.46%","-25.99%","32.72%","30.39%","35.58","2.46%","70.62%","111.07%","51.99","2,170.44","2,343.90","31.33","78.00%","-"
"Coforge","https://scanx.trade/company/coforge-ltd","1,665.00","-1.04%","1,683.45","1,08,872","55,700.34","41.91","32.91","2,003.59","1,190.84","-12.76%","7.50%","-15.35%","112.24%","210.59%","8.18","0.23%","22.42%","14.67%","114.98","1,818.74","1,710.32","30.63","75.26%","-"
"MCX","https://scanx.trade/company/multi-commodity-exchange-ltd","10,895.30","-0.39%","10,816.05","19,153","55,564.25","80.12","40.63","11,218.45","4,410.10","8.11%","37.23%","71.74%","602.42%","520.07%","26.73","0.27%","10.07%","24.11%","34.19","9,882.59","7,891.11","65.96","72.84%","-"
"Nippon Life India AMC","https://scanx.trade/company/nippon-life-india-asset-management-ltd","870.60","0.17%","862.95","42,618","55,426.47","41.49","-4.58","986.70","456.05","-0.62%","-0.06%","21.41%","247.20%","186.48%","12.63","2.06%","27.78%","38.47%","19.06","873.46","780.21","50.93","65.60%","-"
"IRCTC","https://scanx.trade/company/irctc-ltd","682.60","-2.33%","697.75","60,465","54,608.00","40.75","53.51","838.35","655.70","-0.49%","-2.46%","-11.33%","7.84%","142.19%","13.12","1.14%","34.40%","44.39%","14.87","695.16","730.76","49.20","76.00%","-"
"Bharat Dynamics","https://scanx.trade/company/bharat-dynamics-ltd","1,454.55","-1.25%","1,489.05","58,437","53,318.35","82.52","38.29","2,096.00","908.90","-3.92%","-3.02%","31.25%","209.33%","782.72%","12.80","0.32%","10.97%","10.19%","15.77","1,486.07","1,576.81","50.62","70.06%","-"
"Mphasis","https://scanx.trade/company/mphasis-ltd","2,800.00","-0.06%","2,813.00","6,303","53,273.28","29.91","32.91","3,078.50","2,025.05","-0.35%","4.64%","-4.45%","44.72%","80.37%","5.55","2.03%","17.68%","23.19%","82.67","2,820.43","2,685.67","42.90","76.00%","-"
"APL Apollo Tubes","https://scanx.trade/company/apl-apollo-tubes-ltd","1,883.10","-0.47%","1,887.95","13,344","52,281.64","50.08","23.17","1,935.00","1,273.30","9.53%","10.99%","23.86%","68.67%","359.18%","11.40","0.30%","21.36%","22.02%","26.38","1,772.44","1,696.23","71.33","76.00%","-"
